IDv4	IDv3	PosV3	PosV4	Symbol	Cloned	GeneName	Functional description
Zm00001d009746	GRMZM2G129291	8:77270726-77273167	8:79189766-79191121	-		-	PIF / Ping-Pong family of plant transposases
Zm00001d009747	GRMZM2G383807	8:77501631-77504702	8:79418294-79421379	 prh15		protein phosphatase homolog15	-
Zm00001d009749	GRMZM2G023418	8:77591282-77597730	8:79541746-79548341	-		-	eukaryotic translation initiation factor 2 (eIF-2) family protein
Zm00001d009750	GRMZM2G018048	8:77725516-77737986	8:79623875-79651205	-		-	Chromatin modification-related protein EAF1 B
Zm00001d009751	GRMZM2G018142	8:77760712-77775495	8:79664630-79676090	-		-	Chromatin modification-related protein EAF1 B
Zm00001d009753	GRMZM2G451483	8:77876229-77884409	8:79788466-79795801	-		-	ATP-dependent zinc metalloprotease FTSH 4 mitochondrial
Zm00001d009755	GRMZM2G053394	8:77925459-77926883	8:79837610-79839037	-		-	Putative calmodulin-binding family protein
Zm00001d009756	GRMZM2G053261	8:77927134-77932299	8:79839422-79844401	-		-	Putative casein kinase family protein
Zm00001d009757	NA	NA	8:79867837-79871463	-		-	AT3G23300 (E=2e-039) | dehydration-responsive protein-related
Zm00001d009759	AC203862.4_FG001	8:78155853-78157349	8:80072189-80073832	-		-	Vacuolar-processing enzyme gamma-isozyme
Zm00001d009760	AC203862.4_FG002	8:78158231-78161281	8:80074289-80077977	-		-	Tudor/PWWP/MBT superfamily protein
Zm00001d009761	GRMZM5G892645	8:78161673-78166588	8:80078099-80082890	-		-	Spliceosome RNA helicase BAT1 isoform 1%3B Spliceosome RNA helicase BAT1 isoform 2%3B Spliceosome RNA helicase BAT1 isoform 3
Zm00001d009762	GRMZM5G860590	8:78167123-78169212	8:80083617-80085673	-		-	DCD (Development and Cell Death) domain protein
Zm00001d009763	GRMZM5G809587	8:78171551-78175986	8:80087989-80092194	 cax1		calcium exchanger1	cDNA with extensive sequence homology to characterized plant CAX (calcium exchanger) genes but not capable of suppressing defects in vacuolar calcium ion transport in yeast.
Zm00001d009767	GRMZM2G002010	8:78348913-78349935	8:80260063-80261486	-		-	drought-induced 19
Zm00001d009769	GRMZM2G040490	8:78408564-78409270	8:80317180-80317530	-		-	Histone H2A
Zm00001d009771	GRMZM2G456000	8:78524061-78529012	8:80433878-80440706	-		-	Calcium permeable stress-gated cation channel 1
Zm00001d009772	NA	NA	8:80442196-80442981	-		umc1627	pathogenesis-related protein-1-like
Zm00001d009773	GRMZM2G126026	8:78588186-78591764	8:80504928-80508153	-		-	CCT motif family protein
Zm00001d009774	GRMZM2G125893	8:78591721-78592861	8:80508328-80511529	-		-	Nucleoside diphosphate kinase
Zm00001d009775	GRMZM2G050364	8:78644679-78646585	8:80598451-80600049	-		-	Eukaryotic aspartyl protease family protein
Zm00001d009776	GRMZM2G012901	8:78706537-78707467	8:80600743-80602204	-		-	Translation initiation factor IF-2
Zm00001d009777	NA	NA	8:80609627-80610850	-		-	Putative RING zinc finger domain superfamily protein
Zm00001d009778	NA	NA	8:80617513-80618172	-		bHLH-transcription factor 82	Putative HLH DNA-binding domain superfamily protein
Zm00001d009779	GRMZM2G152958	8:78721841-78728974	8:80645709-80652834	-		-	dihydrolipoyl dehydrogenases
Zm00001d009780	GRMZM2G073888	8:78798124-78804134	8:80730257-80736271	 tubg1		gamma-tubulin1	-
Zm00001d009783	GRMZM2G086964	8:78942796-78951450	8:80843265-80852115	-		-	DnaJ protein ERDJ3B
Zm00001d009786	NA	NA	8:81143296-81148339	-		-	Guanosine nucleotide diphosphate dissociation inhibitor 2
Zm00001d009787	GRMZM2G040467	8:79212797-79216087	8:81148760-81151947	-		BEST Arabidopsis thaliana protein match is	3'-5' exonuclease domain-containing protein / K homology domain-containing protein / KH domain-containing protein (TAIR:AT2G25910.2); Has 131 Blast hits to 125 proteins in 54 species: Archae - 0; Bacteria  /.../Metazoa - 12; Fungi - 12; Plants - 41; Viruses - 0; Other Eukaryotes - 16 (source: NCBI BLink).
Zm00001d009789	GRMZM2G454327	8:79458103-79458955	8:81398779-81405752	 rte6		rotten ear6	phylogenetically related to Class II clade boron transporters
Zm00001d009790	NA	NA	8:81562747-81563859	-		-	Alpha-L-arabinofuranosidase 1
Zm00001d009792	GRMZM2G106526	8:79556048-79564528	8:81579628-81588173	-		-	ATP10 protein expressed
Zm00001d009795	GRMZM2G112336	8:79738607-79744724	8:81764683-81771357	-		cellulose synthase1	Cellulose synthase1
Zm00001d009796	NA	NA	8:81800494-81802622	-		-	prefoldin 6
Zm00001d009797	GRMZM2G312877	8:79810748-79813394	8:81867264-81868166	-		-	Lactoylglutathione lyase / glyoxalase I family protein
Zm00001d009798	GRMZM2G093408	8:79903859-79905084	8:81981674-81983148	-		-	Alba DNA/RNA-binding protein
Zm00001d009799	GRMZM2G093323	8:79905226-79908650	8:81983144-81986520	-		-	Adenine nucleotide transporter BT1 chloroplastic/mitochondrial
Zm00001d009800	GRMZM2G153582	8:79956538-79959789	8:82037517-82040530	-		-	Protein apaG
Zm00001d009801	GRMZM2G103164	8:80022086-80023951	8:82095098-82105652	-		-	Protein NSP-INTERACTING KINASE 3
Zm00001d009802	GRMZM2G008286	8:80197949-80198613	8:82152551-82155226	-		Homeobox-transcription factor 86	Putative homeobox DNA-binding and leucine zipper domain family protein
Zm00001d009803	GRMZM2G008464	8:80199540-80203096	8:82156141-82159658	-		-	NADH-ubiquinone oxidoreductase 10.5 kDa subunit%3B NADH-ubiquinone oxidoreductase subunit
Zm00001d009806	NA	NA	8:82287393-82288339	-		-	NAC domain-containing protein 8
Zm00001d009808	GRMZM2G028885	8:80265100-80268877	8:82342609-82346386	-		-	Probable galacturonosyltransferase 7
Zm00001d009810	GRMZM2G030165	8:80309649-80343371	8:82399469-82420640	-		-	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein
Zm00001d009811	GRMZM6G929553	8:80406378-80406836	8:82521546-82526249	-		-	Protein NETWORKED 4A
Zm00001d009813	GRMZM2G063511	8:80680452-80685171	8:82664581-82669224	-		-	Nucleotide/sugar transporter family protein
Zm00001d009814	GRMZM2G073884	8:80765150-80768661	8:82751665-82755501	-		-	Putative leucine-rich repeat receptor-like protein kinase family protein
Zm00001d009815	GRMZM2G071228	8:80934879-80940129	8:82883180-82884110	-		-	Cactin
Zm00001d009821	GRMZM2G390729	8:81669300-81676002	8:83734688-83741390	-		-	Serine/arginine-rich-splicing factor SR34
Zm00001d009823	GRMZM5G868471	8:81896223-81898153	8:83961158-83963468	-		LBD-transcription factor 35	Putative LOB domain-containing family protein
Zm00001d009824	GRMZM5G809361	8:81898822-81910522	8:83964141-83975862	-		-	OSJNBa0059D20.8 protein;  protein
Zm00001d009827	GRMZM2G087030	8:82071661-82074619	8:84137550-84142965	-		-	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001d009828	NA	NA	8:84141783-84142453	-		-	Heat shock 70 kDa protein 14
Zm00001d009831	NA	NA	8:84201228-84205009	-		-	PIF1 helicase
Zm00001d009834	GRMZM2G439389	8:82143810-82161571	8:84222209-84223965	-		-	Triosephosphate isomerase
Zm00001d009835	NA	NA	8:84225626-84228129	-		-	Triosephosphate isomerase cytosolic
Zm00001d009837	GRMZM2G055116	8:82372321-82374591	8:84424231-84443192	-		-	RING/U-box superfamily protein
Zm00001d009840	GRMZM2G137348	8:82567234-82581107	8:84651735-84665315	-		-	Kinesin-like protein KIN-13A
Zm00001d009843	NA	NA	8:84728701-84730303	-		-	Protein ROOT HAIR DEFECTIVE 3 homolog 2
Zm00001d009844	GRMZM2G137286	8:82646984-82651359	8:84731498-84735845	-		-	Serine/threonine-protein phosphatase
Zm00001d009847	GRMZM2G130010	8:82765583-82767849	8:84850186-84852212	-		-	Mediator of RNA polymerase II transcription subunit 28
Zm00001d009848	GRMZM2G104025	8:82856345-82859644	8:84947841-84951081	-		-	60S ribosomal protein L18-3
Zm00001d009849	GRMZM2G131249	8:82917060-82921065	8:85009775-85013595	-		-	NifU-like protein 4 mitochondrial
Zm00001d009850	GRMZM2G088088	8:82956568-82961691	8:85065908-85071126	-		importin1	Importin subunit alpha
Zm00001d009851	GRMZM2G083356	8:83010604-83014299	8:85121086-85124781	-		-	Clustered mitochondria protein
Zm00001d009856	GRMZM2G030122	8:83254563-83260657	8:85387075-85393144	-		-	Heparan-alpha-glucosaminide N-acetyltransferase
Zm00001d009858	GRMZM2G139874	8:83313635-83316951	8:85446294-85449522	-		-	Trans-cinnamate 4-monooxygenase
Zm00001d009859	GRMZM2G015126	8:83437657-83442257	8:85575018-85579656	-		-	Ankyrin like protein
Zm00001d009863	NA	NA	8:85721587-85728499	-		-	Helicase protein MOM1
Zm00001d009866	GRMZM2G067080	8:83586988-83591490	8:85801961-85806980	-		-	Peptidase S24/S26A/S26B/S26C family protein
Zm00001d009868	NA	NA	8:86006161-86009235	 elfa1		elongation factor alpha1	(was csu116) multiple copies; leaf cDNA csu116, partial sequence identical to a tomato elongation factor
Zm00001d009870	GRMZM2G110509	8:84127927-84131151	8:86257136-86260258	-		-	Elongation factor 1-alpha
Zm00001d009871	NA	NA	8:86285842-86287599	-		-	GDP-mannose transporter GONST1
Zm00001d009872	GRMZM2G128809	8:84305623-84310571	8:86435082-86440261	-		-	RNA-binding protein BRN1
Zm00001d009873	GRMZM2G177447	8:84464456-84468520	8:86595281-86616755	-		-	Heat shock protein DnaJ with tetratricopeptide repeat
Zm00001d009876	GRMZM2G014723	8:84617884-84624443	8:86749320-86750225	-		-	Putative O-Glycosyl hydrolase superfamily protein
Zm00001d009877	GRMZM2G449496	8:84641808-84644915	8:86773769-86776719	-		-	Protein plastid transcriptionally active 16 chloroplastic
Zm00001d009878	GRMZM2G132633	8:84665739-84671114	8:86792766-86798116	-		-	Transcription factor IIA alpha/beta subunit
Zm00001d009879	GRMZM2G044997	8:84827447-84838058	8:86964414-86974986	-		-	Ribonuclease 3-like protein 2
Zm00001d009880	GRMZM2G060142	8:84919586-84936694	8:87060552-87077799	-		-	RAD3-like DNA-binding helicase protein
Zm00001d009883	GRMZM5G831887	8:85182331-85188381	8:87301378-87313130	-		-	40S ribosomal protein S4-3
Zm00001d009886	GRMZM5G872167	8:85325801-85326211	8:87444219-87444773	-		-	Elongation factor 1-alpha 2
Zm00001d009887	NA	NA	8:87459056-87459496	-		-	Elongation factor 1-alpha 2
Zm00001d009888	NA	NA	8:87461049-87464607	-		-	DNA primase
Zm00001d009889	GRMZM2G439306	8:85385219-85388105	8:87464523-87467367	-		-	Cation/H(+) antiporter 19
Zm00001d009893	NA	NA	8:87976052-87976696	-		-	Expressed protein;  protein
Zm00001d009894	NA	NA	8:88185702-88186310	-		-	RING-H2 finger protein ATL3
Zm00001d009895	NA	NA	8:88261054-88261656	-		-	RING-H2 finger protein ATL3
Zm00001d009897	GRMZM2G128724	8:86098501-86103029	8:88349349-88350789	-		-	Class I peptide chain release factor
Zm00001d009898	NA	NA	8:88354406-88355246	-		-	Membrane-associated protein VIPP1 chloroplastic
Zm00001d009899	GRMZM2G128682	8:86105858-86107886	8:88359892-88361920	-		-	Probable pectinesterase/pectinesterase inhibitor 7
Zm00001d009902	GRMZM2G023520	8:86268084-86269081	8:88538583-88539110	-		-	DUF538 family protein
Zm00001d009903	GRMZM2G083068	8:86383121-86392953	8:88654283-88664095	-		-	pfkB-like carbohydrate kinase family protein
Zm00001d009907	GRMZM2G306851	8:86549047-86557314	8:88814089-88820257	-		-	alpha/beta-Hydrolases superfamily protein
Zm00001d009908	GRMZM2G007404	8:86555522-86559630	8:88820372-88824486	-		-	UDP-glucuronic acid decarboxylase 4
Zm00001d009909	GRMZM2G429611	8:86673242-86675427	8:88932289-88934514	-		-	D111/G-patch domain-containing protein
Zm00001d009910	GRMZM2G145573	8:86760022-86764816	8:89031988-89036730	-		-	Catalytic/ oxidoreductase%2C acting on NADH or NADPH
Zm00001d009912	GRMZM2G351775	8:87002356-87005747	8:89305511-89308955	-		-	Chaperone protein dnaJ 49
Zm00001d009913	NA	NA	8:89342238-89343027	-		BEST Arabidopsis thaliana protein match is	nucleolar protein gar2-related (TAIR:AT2G42320.2); Has 3163 Blast hits to 2460 proteins in 357 species: Archae - 16; Bacteria - 291; Metazoa - 841; Fungi - 335; Plants - 248; Viruses - 72; Other Eukaryotes /.../0 (source: NCBI BLink).
Zm00001d009915	NA	NA	8:89358812-89360248	-		-	Putative clathrin heavy chain family protein
Zm00001d009916	GRMZM2G062042	8:87024921-87031981	8:89364432-89366084	-		-	MLO-like protein 4
Zm00001d009918	GRMZM2G068294	8:87051650-87053400	8:89376858-89377982	-		-	Phytochrome A-associated F-box protein
Zm00001d009919	NA	NA	8:89463524-89490687	-		-	DUF21 domain-containing protein
Zm00001d009926	GRMZM2G113652	8:87310119-87314465	8:89589846-89594378	-		-	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Zm00001d009927	GRMZM2G145914	8:87547433-87554978	8:89836959-89844830	-		-	oxidoreductase 2OG-Fe(II) oxygenase family protein
Zm00001d009928	GRMZM5G805134	8:87782585-87828555	8:90095684-90107086	-		-	Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
Zm00001d009929	GRMZM2G025882	8:87946242-87947663	8:90224127-90225398	-		-	Beta-propeller domain of methanol dehydrogenase type%3B Beta-propeller domains of methanol dehydrogenase type
Zm00001d009930	GRMZM2G084192	8:88053717-88075114	8:90323684-90345058	-		-	Protein ABCI12 chloroplastic
Zm00001d009931	GRMZM2G063988	8:88176716-88183253	8:90450426-90452016	-		-	Endoplasmin homolog
Zm00001d009932	GRMZM2G063975	8:88186392-88187498	8:90455463-90456568	-		-	Plasma membrane associated protein
Zm00001d009936	GRMZM2G062974	8:88320183-88321587	8:90588929-90590148	-		-	Basic endochitinase A
Zm00001d009938	GRMZM2G154881	8:88396526-88401136	8:90687124-90692850	-		-	alpha/beta-Hydrolases superfamily protein
Zm00001d009939	GRMZM2G057116	8:88471371-88472763	8:90768544-90769854	-		WRKY-transcription factor 34	Probable WRKY transcription factor 50
Zm00001d009940	GRMZM2G044531	8:88587852-88601053	8:90887412-90900689	-		-	Putative AGC protein kinase family protein
Zm00001d009941	GRMZM2G104133	8:88765964-88770015	8:91082108-91093443	-		-	Putative DUF1664 domain family protein
Zm00001d009943	GRMZM2G000777	8:89037640-89038603	8:91379472-91379927	-		-	Late embryogeneis abundant protein%3B Late embryogenesis abundant protein
Zm00001d009945	GRMZM2G135530	8:89283277-89284092	8:91618566-91619117	-		-	Os05g0181800 protein; Unknow protein
Zm00001d009946	GRMZM5G856067	8:89332599-89335251	8:91667723-91670375	-		-	Ribosomal protein L18ae family
Zm00001d009948	NA	NA	8:91813684-91819885	-		-	Heat shock 70 kDa protein 14
Zm00001d009949	NA	NA	8:91941258-91943246	-		-	Zinc finger CCCH domain-containing protein 14
Zm00001d009950	GRMZM2G063676	8:89562420-89570381	8:91946184-91954177	-		-	Heat shock 70 kDa protein 14
Zm00001d009952	GRMZM2G151738	8:89697764-89700024	8:92079626-92080870	-		-	Leucine-rich repeat extensin-like protein 3
Zm00001d009953	GRMZM2G081486	8:89772168-89774698	8:92126012-92128542	-		-	Stomatal closure-related actin-binding protein 1
Zm00001d009954	GRMZM2G002130	8:89870869-89874340	8:92226611-92230073	-		BEST Arabidopsis thaliana protein match is	copper ion binding (TAIR:AT4G32610.1); Has 43784 Blast hits to 26928 proteins in 1799 species: Archae - 86; Bacteria - 6347; Metazoa - 15971; Fungi - 5398; Plants - 1931; Viruses - 259; Other Eukaryotes -  /.../(source: NCBI BLink).
Zm00001d009960	GRMZM2G060210	8:90087546-90089916	8:92432744-92434990	-		-	HXXXD-type acyl-transferase family protein
Zm00001d009961	GRMZM2G170167	8:90179285-90179832	8:92520617-92520898	-		-	ROTUNDIFOLIA like 12
Zm00001d009962	GRMZM2G469955	8:90198049-90202598	8:92539196-92543525	-		-	Sas10/Utp3/C1D family
Zm00001d009964	GRMZM2G093186	8:90299372-90301852	8:92639578-92640662	 rgp2		ras-related protein RGP2	-
Zm00001d009965	GRMZM2G117465	8:90343210-90345779	8:92683851-92686179	-		-	Serine/threonine-protein kinase-like protein
Zm00001d009967	GRMZM2G053322	8:90474300-90477778	8:92806471-92809519	-		-	UDP-sulfoquinovose synthase chloroplastic
Zm00001d009968	NA	NA	8:92810217-92814940	-		-	Sec14p-like phosphatidylinositol transfer family protein
Zm00001d009971	GRMZM5G893547	8:90687326-90687882	8:93018884-93020443	-		-	Protein SHI RELATED SEQUENCE 6
Zm00001d009978	GRMZM2G047097	8:90895070-90901531	8:93224718-93232598	-		-	Mitochondrial fission 1 protein A
Zm00001d009979	GRMZM2G034229	8:90931645-90933400	8:93239142-93240713	-		-	Annexin
Zm00001d009983	NA	NA	8:93324376-93339948	-		-	Binding protein
Zm00001d009984	GRMZM2G104234	8:91006841-91009412	8:93354954-93355892	-		-	Glucosamine 6-phosphate N-acetyltransferase
Zm00001d009985	GRMZM2G474755	8:91126489-91127653	8:93476338-93476907	-		-	Polcalcin Jun o 2
Zm00001d009987	GRMZM2G315125	8:91285874-91289597	8:93548283-93551747	-		-	Ubiquinone biosynthesis protein ubiB
Zm00001d009990	GRMZM2G124455	8:91341442-91354880	8:93603801-93617450	-		-	Superoxide dismutase [Mn] 3.4%2C mitochondrial
Zm00001d009991	NA	NA	8:93654128-93655124	-		-	Coatomer subunit beta'-3
Zm00001d009993	GRMZM2G067376	8:91371796-91372796	8:93658817-93659596	-		OVATE-transcription factor 33	Plant-specific domain TIGR01568 family protein
Zm00001d009997	GRMZM2G022768	8:91588208-91592778	8:93874492-93879064	-		-	Probable beta-13-galactosyltransferase 12
Zm00001d009999	GRMZM2G175480	8:91709652-91711010	8:93996343-93997092	-		bHLH-transcription factor 44	Putative HLH DNA-binding domain superfamily protein
Zm00001d010000	GRMZM2G042592	8:91997033-92009821	8:94267880-94280726	-		-	Thioredoxin-like 2-2 chloroplastic
Zm00001d010004	NA	NA	8:94660952-94661221	-		-	F-box protein At-B
Zm00001d010007	GRMZM2G078723	8:92542246-92543218	8:94844625-94845188	-		-	Lachrymatory factor synthase
Zm00001d010008	GRMZM2G124179	8:92642392-92643861	8:94945161-94946129	-		-	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Zm00001d010009	GRMZM2G119169	8:92685793-92690815	8:94987331-94992881	 rpl17a		ribosomal protein L17a	endosperm cDNA 5C05G01, similar to barley ribosomal protein
Zm00001d010012	GRMZM2G436007	8:92761199-92762916	8:95062802-95064229	-		-	UNE1
Zm00001d010015	NA	NA	8:95238855-95240887	-		-	Pseudouridine synthase family protein
Zm00001d010016	GRMZM5G813584	8:92939289-92941920	8:95242385-95245137	-		-	60S ribosomal protein L11-1
Zm00001d010017	GRMZM2G008430	8:92992169-92993678	8:95277830-95279023	-		-	Putative ribosomal protein L11 family protein
Zm00001d010018	GRMZM2G487328	8:92999504-93005024	8:95284496-95290533	-		-	Protein kinase superfamily protein
Zm00001d010020	NA	NA	8:95378312-95380337	-		-	Mitochondrial dicarboxylate/tricarboxylate transporter DTC
Zm00001d010021	GRMZM2G130634	8:93183158-93187107	8:95481233-95494643	-		-	Polynucleotidyl transferase ribonuclease H-like superfamily protein
Zm00001d010023	GRMZM2G102745	8:93304359-93311331	8:95603408-95610248	-		-	Nicotinamide adenine dinucleotide transporter 1 chloroplastic
Zm00001d010025	GRMZM2G058358	8:93429523-93429954	8:95728603-95728815	-		-	Subtilisin-chymotrypsin inhibitor CI-1C
Zm00001d010026	GRMZM2G517332	8:93431917-93444335	8:95731144-95746178	-		-	Lysophospholipid acyltransferase LPEAT1
Zm00001d010029	GRMZM2G432083	8:93811196-93813195	8:96089579-96110859	-		-	Cation-chloride cotransporter 1
Zm00001d010030	GRMZM2G149975	8:93836401-93837999	8:96117840-96119368	-		-	60S ribosomal protein L29-1
Zm00001d010031	GRMZM2G023755	8:93946443-93948966	8:96226104-96230791	-		-	PIT1
Zm00001d010032	AC187551.3_FG002	8:93949093-93951006	8:96228844-96230757	-		-	Pentatricopeptide repeat-containing protein  mitochondrial
Zm00001d010033	GRMZM5G898867	8:94085477-94089722	8:96359755-96364011	-		-	Putative DUF231 domain containing family protein
Zm00001d010034	GRMZM2G347413	8:94102238-94122262	8:96384794-96405126	-		-	Probable metal-nicotianamine transporter YSL7
